AMC_No,AMC_Name
110503 , Weston Laser and Vision Institute
119605 , Westside Regional Medical Center
119115 , Westwood Retirement Resort
110567 , Whole Family Health Center Inc
119023 , Winnie Palmer Hospital for Women and Babies
110050 , Winter Haven Hospital
110051 , Winter Haven Women's Hospital
118106 , Wolfson Children's Hospital
119706 , Women's Group
119085 , Wuesthoff Reference Laboratories
110471 , Yantra Psychiatric Services Inc
119859 , Zenith Insurance Company
119020 , Zephyrhills Correctional Institution
